◊‡Ò,"Œ·˙ÂÏ ÔÓÎÌÓ„Ó ÔÎ‡ÌÓ‚Ó„Ó ÔÓÚÂ·ÎÂÌËˇ, Ã¬Ú.˜","»Ì‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌ˚ı ˆÂÌ Ì‡ ÔÓÍÛÔÍÛ ˝ÎÂÍÚÓ˝ÌÂ„ËË, Û·./Ã¬Ú.˜.","Œ·˙ÂÏ ÔÓÍÛÔÍË ÔÓ Â„ÛÎËÛÂÏ˚Ï ‰Ó„Ó‚Ó‡Ï, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓÍÛÔÍË Ì‡ –—¬, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓ‰‡ÊË ‚ Ó·ÂÒÔÂ˜ÂÌËÂ –ƒ, Ã¬Ú.˜","Ã‡ÍÒËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜","ÃËÌËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜",Unnamed: 8
0,96417.823,991.28,9309.95,80312.823,100.846,1370.23,0.0,
1,94827.711,954.01,9309.95,78814.322,218.053,1279.75,0.0,
2,94113.545,933.19,9309.95,78173.041,290.699,1242.06,0.0,
3,94270.571,935.08,9309.95,78348.759,313.712,1244.9,0.0,
4,95855.335,1007.38,9309.95,79926.465,313.246,1344.89,0.0,
5,98772.434,1193.11,9309.95,82798.071,254.877,1609.38,0.0,
6,102428.88,1420.18,23707.649,72058.294,202.908,2115.68,0.0,
7,106729.679,1619.87,23707.649,76170.946,83.775,2601.29,0.0,
8,110684.573,1709.54,19932.653,84195.245,316.298,2791.96,0.0,
9,112608.436,1712.08,19932.653,86073.101,223.0,2359.3,282.05,
10,112674.661,1710.1,19932.653,86080.094,189.134,2821.38,0.0,
11,112310.093,1729.68,19932.653,85643.377,164.888,2744.02,1081.03,
12,112050.707,1702.44,19932.653,85399.309,173.429,2315.64,281.64,
13,112353.187,1722.71,19932.653,85660.129,160.912,2722.37,0.0,
14,112400.205,1696.71,19932.653,85691.142,157.093,2728.46,0.0,
15,112841.725,1701.62,19932.653,86134.418,142.452,2763.49,0.0,
16,113603.837,1703.56,19932.653,86871.182,81.157,2803.33,0.0,
17,113789.736,1764.81,19932.653,87054.1,76.734,8856.44,0.0,
18,112752.254,1742.85,37307.948,68794.808,186.833,8859.87,0.0,
