◊‡Ò,"Œ·˙ÂÏ ÔÓÎÌÓ„Ó ÔÎ‡ÌÓ‚Ó„Ó ÔÓÚÂ·ÎÂÌËˇ, Ã¬Ú.˜","»Ì‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌ˚ı ˆÂÌ Ì‡ ÔÓÍÛÔÍÛ ˝ÎÂÍÚÓ˝ÌÂ„ËË, Û·./Ã¬Ú.˜.","Œ·˙ÂÏ ÔÓÍÛÔÍË ÔÓ Â„ÛÎËÛÂÏ˚Ï ‰Ó„Ó‚Ó‡Ï, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓÍÛÔÍË Ì‡ –—¬, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓ‰‡ÊË ‚ Ó·ÂÒÔÂ˜ÂÌËÂ –ƒ, Ã¬Ú.˜","Ã‡ÍÒËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜","ÃËÌËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜",Unnamed: 8
0,90223.19,1128.44,7630.806,75890.487,8.426,1633.41,750.16,
1,88891.866,1050.02,7630.806,74530.733,8.642,1504.91,669.51,
2,88265.389,1028.34,7630.806,73891.894,9.804,1466.61,651.79,
3,88498.57,1041.15,7630.806,74116.842,9.788,1465.96,653.02,
4,89703.378,1067.23,7630.806,75328.117,7.073,1496.25,659.74,
5,91691.025,1143.2,7630.806,77317.716,5.548,1594.33,717.32,
6,94189.972,1262.06,21076.149,66353.04,14.17,1768.83,799.73,
7,98106.329,1398.93,21076.149,70199.921,14.328,2349.3,896.84,
8,101521.586,1553.6,17648.308,77045.905,9.855,2316.57,924.87,
9,103275.009,1576.46,17648.308,78792.434,8.406,2284.39,924.21,
10,103330.183,1578.1,17648.308,78831.439,8.061,2295.28,921.81,
11,102602.466,1607.01,17648.308,78096.093,12.371,2324.56,925.19,
12,101815.347,1577.6,17648.308,77251.321,14.545,2322.91,918.75,
13,101750.822,1583.15,17648.308,77189.493,14.367,2320.7,921.33,
14,101249.315,1570.3,17648.308,76701.616,12.532,2340.32,924.12,
15,100691.467,1562.44,17648.308,76157.281,9.432,2333.11,926.16,
16,100466.693,1565.9,17648.308,75983.836,6.343,2371.03,998.81,
17,100182.616,1486.24,17648.308,75742.541,5.234,2303.0,979.33,
18,101196.982,1502.61,17648.308,76802.055,6.455,2329.91,999.23,
19,102066.557,1544.59,33360.489,62025.312,47.258,2313.45,926.28,
20,101093.635,1564.56,33360.489,61091.017,44.694,2316.66,0.0,
21,98683.531,1517.4,33360.489,58944.151,68.046,2300.74,0.0,
22,94888.132,1382.45,33360.489,55247.528,128.81,2315.6,0.0,
23,92099.41,1259.24,7630.806,78054.985,21.744,2261.14,867.85,
0,89539.248,1312.96,7630.806,75491.03,20.325,2416.59,873.28,
1,87898.588,1117.62,7630.806,73809.807,20.35,1524.04,739.42,
2,87153.089,1084.94,7630.806,73037.668,20.761,1502.62,709.01,
3,86904.288,1068.02,7630.806,72787.674,23.47,1488.79,696.16,
4,87519.692,1103.93,7630.806,73412.304,20.003,1508.74,717.23,
5,88440.732,1161.12,7630.806,74340.853,20.61,2232.69,736.44,
6,89416.907,1250.71,21076.149,61890.428,19.287,2259.26,785.81,
7,92149.585,1373.48,21076.149,64630.344,22.817,2329.35,879.16,
8,95417.181,1581.63,17648.308,71296.682,28.479,2316.23,1039.97,
9,97675.748,1673.95,17648.308,73535.669,20.375,2433.09,1168.26,
10,98434.133,1695.54,17648.308,74263.166,21.032,2383.51,1168.65,
11,98253.638,1701.48,17648.308,74084.458,22.41,2498.25,1164.13,
12,97734.818,1683.9,17648.308,73573.62,35.577,2511.2,1126.61,
13,97350.431,1667.21,17648.308,73143.001,23.163,2486.04,1090.99,
14,97000.446,1660.28,17648.308,72804.305,22.734,2569.97,1093.92,
15,96781.71,1613.38,17648.308,72596.278,21.039,2461.59,1085.42,
