◊‡Ò,"Œ·˙ÂÏ ÔÓÎÌÓ„Ó ÔÎ‡ÌÓ‚Ó„Ó ÔÓÚÂ·ÎÂÌËˇ, Ã¬Ú.˜","»Ì‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌ˚ı ˆÂÌ Ì‡ ÔÓÍÛÔÍÛ ˝ÎÂÍÚÓ˝ÌÂ„ËË, Û·./Ã¬Ú.˜.","Œ·˙ÂÏ ÔÓÍÛÔÍË ÔÓ Â„ÛÎËÛÂÏ˚Ï ‰Ó„Ó‚Ó‡Ï, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓÍÛÔÍË Ì‡ –—¬, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓ‰‡ÊË ‚ Ó·ÂÒÔÂ˜ÂÌËÂ –ƒ, Ã¬Ú.˜","Ã‡ÍÒËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜","ÃËÌËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜",Unnamed: 8
0,74075.578,1103.42,5944.921,62548.092,11.463,1445.93,677.84,
1,72296.347,1023.8,5944.921,60723.313,8.621,1271.62,608.85,
2,71346.698,985.48,5944.921,59772.465,11.813,1189.82,591.08,
3,70995.041,959.06,5944.921,59426.585,16.077,1132.66,565.97,
4,71514.185,931.43,5944.921,59939.279,18.101,1074.45,556.48,
5,73631.268,968.59,5944.921,62074.111,16.8,1094.65,291.84,
6,77235.004,1168.76,18657.24,52956.701,22.786,1633.92,0.0,
7,80667.45,1444.31,18657.24,56255.302,26.983,1908.29,0.0,
8,84587.902,1516.46,15855.839,63094.314,94.481,2040.06,0.0,
9,85864.046,1528.71,15855.839,64333.758,66.552,1896.49,0.0,
10,86124.367,1604.02,15855.839,64568.306,59.75,2337.54,0.0,
11,86145.075,1636.74,15855.839,64545.784,46.152,2340.86,0.0,
12,85475.088,1580.09,15855.839,63856.458,45.726,2335.73,0.0,
13,86178.916,1656.66,15855.839,64596.894,52.56,2313.11,314.78,
14,85670.843,1602.15,15855.839,64105.381,66.631,2300.38,0.0,
15,84901.619,1569.37,15855.839,63379.17,74.922,2208.32,0.0,
16,84222.417,1589.55,15855.839,62727.097,72.841,2192.0,385.95,
17,83928.07,1554.98,15855.839,62488.711,75.061,2118.48,0.0,
18,83503.748,1549.38,15855.839,62123.584,80.996,2055.35,0.0,
19,83134.551,1509.43,15855.839,61742.435,53.138,2102.79,0.0,
20,83614.832,1520.56,29719.647,48386.597,53.776,2202.61,0.0,
21,83017.263,1526.8,29719.647,47948.783,64.322,2179.02,0.0,
22,79559.137,1371.08,29719.647,44597.569,178.533,1831.77,0.0,
23,76065.177,1105.64,29719.647,41224.25,404.851,1574.93,0.0,
0,73915.934,1061.74,5944.921,62510.699,20.462,1504.76,653.91,
1,72330.162,991.69,5944.921,60902.758,19.525,1502.01,589.09,
2,71268.799,954.96,5944.921,59836.199,26.75,1111.92,567.68,
3,70889.159,938.67,5944.921,59454.559,30.515,1082.35,551.57,
4,71283.96,937.42,5944.921,59869.43,50.882,1501.18,540.67,
5,73583.629,944.08,5944.921,62151.075,46.805,1508.26,0.0,
6,77445.402,1123.39,18657.24,53286.305,20.964,1661.92,0.0,
7,80721.549,1250.58,18657.24,56392.467,16.496,1576.63,751.1,
8,84738.211,1374.24,15855.839,63333.488,95.997,1751.5,757.64,
9,86940.371,1522.37,15855.839,65488.468,55.453,1980.38,936.64,
10,87411.622,1555.07,15855.839,65919.917,32.795,2031.85,987.24,
11,87293.23,1558.14,15855.839,65758.135,23.88,2076.09,1004.11,
12,86775.016,1554.7,15855.839,65238.534,18.45,2064.4,999.61,
13,86977.398,1571.19,15855.839,65478.619,18.298,2084.43,996.25,
14,86666.318,1578.4,15855.839,65173.337,10.375,1970.87,689.51,
15,85924.331,1572.19,15855.839,64514.913,15.739,1942.59,722.43,
16,85408.966,1626.42,15855.839,64023.909,22.946,2117.23,1026.88,
17,84677.025,1614.29,15855.839,63330.318,28.739,2150.28,1003.24,
18,84318.725,1588.75,15855.839,63011.98,28.362,2116.76,959.0,
19,84014.291,1496.6,15855.839,62696.83,23.321,1956.96,729.11,
20,84180.138,1540.64,29719.647,49032.765,26.238,2099.97,758.68,
21,83517.025,1528.78,29719.647,48552.275,42.596,2179.46,725.43,
22,80118.978,1219.79,29719.647,45277.575,156.159,1608.67,532.54,
23,76448.66,1068.5,29719.647,41721.42,407.154,1329.88,639.77,
0,73961.168,1041.26,5944.921,62529.0,10.303,1220.36,597.08,
1,72100.255,945.15,5944.921,60640.52,14.962,1102.02,565.84,
2,71043.134,922.5,5944.921,59588.989,21.717,1060.95,541.69,
3,70550.961,930.19,5944.921,59098.272,33.056,1061.6,548.08,
4,70851.779,843.44,5944.921,59427.064,57.911,1059.29,0.0,
5,73264.631,879.77,5944.921,61817.778,50.726,1510.61,0.0,
6,77116.103,1194.63,18657.24,52946.627,29.551,1527.5,713.6,
7,80569.21,1386.05,18657.24,56254.149,19.844,1725.61,842.74,
8,84710.034,1547.84,15855.839,63307.22,95.1,2027.65,890.29,
9,87158.52,1563.72,15855.839,65725.965,67.678,2027.78,945.34,
