◊‡Ò,"Œ·˙ÂÏ ÔÓÎÌÓ„Ó ÔÎ‡ÌÓ‚Ó„Ó ÔÓÚÂ·ÎÂÌËˇ, Ã¬Ú.˜","»Ì‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌ˚ı ˆÂÌ Ì‡ ÔÓÍÛÔÍÛ ˝ÎÂÍÚÓ˝ÌÂ„ËË, Û·./Ã¬Ú.˜.","Œ·˙ÂÏ ÔÓÍÛÔÍË ÔÓ Â„ÛÎËÛÂÏ˚Ï ‰Ó„Ó‚Ó‡Ï, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓÍÛÔÍË Ì‡ –—¬, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓ‰‡ÊË ‚ Ó·ÂÒÔÂ˜ÂÌËÂ –ƒ, Ã¬Ú.˜","Ã‡ÍÒËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜","ÃËÌËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜",Unnamed: 8
0,86499.487,734.54,8770.248,71113.411,82.889,1063.64,0.0,
1,84803.261,723.69,8770.248,69526.707,172.72,1058.19,0.0,
2,83800.472,701.4,8770.248,68571.398,223.989,1043.42,0.0,
3,83930.273,647.15,8770.248,68768.045,248.753,1136.54,0.0,
4,85239.544,774.88,8770.248,70072.811,234.353,1259.92,0.0,
5,87760.403,807.44,8770.248,72562.223,173.268,1303.21,0.0,
6,91005.52,1078.24,22570.597,61940.665,145.436,1489.92,0.0,
7,94646.077,1311.17,22570.597,65332.129,70.054,1695.34,96.32,
8,98137.811,1377.56,18923.683,72606.228,242.191,1837.25,825.08,
9,100200.271,1403.53,18923.683,74609.183,204.431,1975.84,0.0,
10,100444.02,1405.52,18923.683,74823.8,200.973,1980.58,0.0,
11,100103.061,1395.12,18923.683,74490.819,223.311,1969.89,0.0,
12,99584.25,1384.19,18923.683,73991.769,254.161,1943.37,0.0,
13,99889.844,1387.11,18923.683,74319.241,258.266,1944.69,0.0,
14,99985.861,1383.74,18923.683,74402.213,230.006,1935.54,0.0,
15,99703.874,1377.17,18923.683,74117.604,212.683,1830.82,820.21,
16,100329.881,1382.07,18923.683,74732.532,164.855,1842.61,796.98,
17,100565.855,1382.96,18923.683,74954.715,82.869,1853.62,789.03,
18,100490.463,1439.9,35570.746,58374.423,168.71,2209.77,0.0,
19,99205.636,1412.13,35570.746,57115.957,208.904,2196.9,0.0,
20,96929.034,1397.79,35570.746,54887.203,280.124,2202.61,808.76,
21,94771.24,1288.14,35570.746,52996.518,407.298,1794.25,761.34,
22,91150.968,1063.23,8770.248,75808.653,47.017,1512.9,0.0,
23,88938.224,823.89,8770.248,73616.566,72.649,1117.25,0.0,
0,86489.685,753.55,8770.248,71064.66,109.561,1120.95,0.0,
1,84754.72,688.33,8770.248,69414.081,206.932,1078.15,0.0,
2,84138.223,353.82,8770.248,68832.406,257.262,1089.25,0.0,
3,84139.783,383.96,8770.248,68865.495,283.215,1172.01,0.0,
4,85459.5,412.8,8770.248,70200.465,278.129,1246.98,0.0,
5,88123.431,800.17,8770.248,72810.898,205.95,1283.72,0.0,
6,91461.716,1086.27,22570.597,62287.904,189.687,1503.23,589.17,
7,95317.782,1327.3,22570.597,65870.177,115.072,1719.7,737.01,
8,98735.11,1453.43,18923.683,73118.754,304.331,2087.45,821.25,
9,100768.235,1540.5,18923.683,75093.958,234.141,2227.17,824.75,
10,101052.751,1547.65,18923.683,75328.846,212.074,2228.87,853.62,
11,100784.493,1542.64,18923.683,75058.995,202.73,2226.4,860.09,
12,100394.866,1536.4,18923.683,74670.761,223.137,2169.0,854.35,
13,100530.575,1540.36,18923.683,74820.135,230.265,2169.27,856.25,
14,100480.437,1532.89,18923.683,74780.689,238.512,2162.29,835.25,
15,100137.631,1538.43,18923.683,74404.148,238.537,2162.6,832.87,
16,100660.103,1528.89,18923.683,74918.805,195.944,2168.18,702.7,
17,101516.826,1531.24,18923.683,75740.372,104.811,2253.32,0.0,
18,101310.155,1533.48,35570.746,59016.204,192.895,2291.82,0.0,
19,99787.49,1537.79,35570.746,57514.98,222.065,2233.63,702.39,
20,97756.229,1451.74,35570.746,55527.071,287.351,2125.03,643.55,
21,95228.258,1389.87,35570.746,53260.385,406.714,2117.42,643.47,
22,91706.95,1157.31,8770.248,76175.333,49.511,1627.88,643.43,
