◊‡Ò,"Œ·˙ÂÏ ÔÓÎÌÓ„Ó ÔÎ‡ÌÓ‚Ó„Ó ÔÓÚÂ·ÎÂÌËˇ, Ã¬Ú.˜","»Ì‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌ˚ı ˆÂÌ Ì‡ ÔÓÍÛÔÍÛ ˝ÎÂÍÚÓ˝ÌÂ„ËË, Û·./Ã¬Ú.˜.","Œ·˙ÂÏ ÔÓÍÛÔÍË ÔÓ Â„ÛÎËÛÂÏ˚Ï ‰Ó„Ó‚Ó‡Ï, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓÍÛÔÍË Ì‡ –—¬, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓ‰‡ÊË ‚ Ó·ÂÒÔÂ˜ÂÌËÂ –ƒ, Ã¬Ú.˜","Ã‡ÍÒËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜","ÃËÌËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜",Unnamed: 8
0,95106.415,1287.23,9406.764,78443.879,45.367,1836.48,849.97,
1,93692.479,1202.32,9406.764,77052.061,85.405,1683.94,789.31,
2,93051.105,1183.59,9406.764,76445.199,143.688,1640.24,761.87,
3,93167.614,1181.8,9406.764,76580.553,171.019,1636.86,753.69,
4,94401.151,1231.51,9406.764,77847.804,179.507,1688.48,777.79,
5,96712.709,1397.2,9406.764,80137.612,129.574,1920.83,886.11,
6,99839.173,1559.97,23839.584,68760.451,70.299,2264.92,977.8,
7,103551.293,1752.95,23839.584,72444.544,85.812,2706.22,998.02,
8,107151.134,1800.8,19998.768,79949.157,113.324,2748.91,1051.23,
9,109216.814,1861.3,19998.768,81959.325,96.314,2788.0,1133.92,
10,109323.22,1859.71,19998.768,82047.278,99.809,2802.81,1139.06,
11,108719.646,1835.33,19998.768,81417.101,107.404,2782.66,1124.5,
12,107850.328,1817.43,19998.768,80543.548,113.221,2776.14,1098.4,
13,107797.6,1818.54,19998.768,80511.733,107.394,2764.08,1108.56,
14,107452.471,1795.61,19998.768,80145.45,100.959,2780.74,1078.87,
15,107079.006,1789.17,19998.768,79779.305,101.165,2776.26,1052.92,
16,106974.801,1780.07,19998.768,79709.278,99.566,2748.2,1033.59,
17,107255.804,1775.33,19998.768,80055.693,100.451,2677.38,1023.83,
18,108286.288,1791.76,37484.682,63654.397,139.016,2700.46,1045.52,
19,107849.971,1778.92,37484.682,63212.002,142.882,2703.28,1053.81,
20,106105.911,1763.72,37484.682,61468.385,147.281,2699.75,1041.59,
21,103725.844,1717.23,37484.682,59282.159,206.958,2754.15,1012.21,
22,100135.735,1604.4,9406.764,83625.087,59.426,2707.93,956.49,
23,97628.519,1484.54,9406.764,81043.726,49.083,2275.43,917.04,
0,95031.574,1223.79,9406.764,78354.713,45.023,1833.01,755.95,
1,93564.085,1180.48,9406.764,76883.974,71.773,1768.02,700.78,
2,92834.349,1168.76,9406.764,76179.846,113.942,1734.72,683.87,
3,92868.41,1188.25,9406.764,76234.7,139.426,1764.32,698.27,
4,94024.584,1264.3,9406.764,77417.476,147.594,1877.66,756.82,
5,96263.532,1456.35,9406.764,79663.366,103.681,2235.47,859.18,
6,99330.768,1618.32,23839.584,68292.908,69.884,2652.84,953.95,
7,102936.471,1714.57,23839.584,71853.046,96.982,2742.28,1029.41,
8,106466.598,1777.53,19998.768,79294.633,159.367,2794.75,1048.58,
9,108298.967,1789.91,19998.768,81039.762,106.51,2815.22,1109.75,
10,108351.928,1792.21,19998.768,81036.351,101.88,2818.03,1138.88,
11,107751.185,1814.28,19998.768,80388.683,100.161,2816.19,1173.32,
